"mms_id","barcode","signature","location","urns","snISBN","snISSN","volumeNumber","languages","main_title","sub_title","related_title","countryCodes","persons","corperations","publishers","placesOfPublication","yearOfPublication","dateOfPublication","Subjects","GND-Links","gndReferences","classifications","contentInformations","physicalPages","illustrations","physicalFormat","sequence","urls","idnr"
"990049575970603338","+Z227411906","F 016028-C","ALT FLUG","","","","","ger","Die unter heutigem Tage in Beziehung auf Protestlevirung ertheilte 14tägige Frist wird über Ansuchen der Wiener Notare dahin modifiziert, daß sie statt vom 27. schon am 26. Mai an zu laufen beginne","Wien den 27. Mai 1848","","XA-AT, XA-AAAT","Sommaruga, Franz <<von>>, 1780-1860","","Aus der k. k. Staats-Druckerei","[Wien], Wien","1848","","Wien, Revolution, Flugblatt","http://d-nb.info/gnd/4066009-6, http://d-nb.info/gnd/4049688-0","","BASISKLASSIFIKATION: 15.60","Flugblatt: Wien 27. Mai 1848, Einblattdruck, einseitig bedruckt. - Gesamter Text","[1] Bl.","","Satzspiegel: 33 x 22 cm","","http://data.onb.ac.at/dtl/6918984","AC13329265"
"990049575980603338","+Z227412005","F 016029-C","ALT FLUG","","","","","ger","Es wird mit Zustimmung des Minister-Rathes erklärt, daß nur das zwölfte Jäger-Bataillon und das Infanterie-Regiment Prinz Emil zum Hiehermarsche bestimmt waren ...","Wien am 27. Mai 1848","Minister-Rates","XA-AT, XA-AAAT","Pillersdorf, Franz Xaver <<von>>, 1786-1862","","Aus der k. k. Staats-Druckerei","[Wien], Wien","1848","","Wien, Geschichte 1848, Flugblatt","http://d-nb.info/gnd/4066009-6","","BASISKLASSIFIKATION: 15.60","Flugblatt: Wien 27. Mai 1848, Einblattdruck, einseitig bedruckt","[1] Bl.","","Satzspiegel: 31 x 21 cm","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/1998304, http://data.onb.ac.at/dtl/6918986","AC13329285"
"990049576190603338","+Z227412108","F 016030-B","ALT FLUG","","","","","ger","Der Barikaden-Krieg in Neapel. Gefangennehmung und Tod der Nationalgarde!","Ein fürchterlicher Tag! Um 11 Uhr fiel der erste Schuß von Seiten der Nationalgarde ... ; Augsburg am 27. Mai","Barrikaden-Krieg","XA-AT, XA-AAAT","","","Gedruckt bei M. Lell, Leopoldstadt, Weintraubengasse Nr. 505","[Wien], Wien","[s.a. 1848]","","Wien, Revolution 1848, Flugblatt","http://d-nb.info/gnd/4066009-6","","BASISKLASSIFIKATION: 15.60","Flugblatt: Wien, 27. Mai 1848, Einblattdruck, einseitig bedruckt","[1] Bl.","","Satzspiegel: 36 x 16,1 cm","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/1998309, http://data.onb.ac.at/dtl/6918988","AC13329376"
"990049576280603338","+Z227412200","F 016031-B","ALT FLUG","","","","","ger","Was haben wir noch zu thun?","Durch alle Ereignisse, welche auf den 15. Mai, den schönsten Tag in der Geschichte Oesterreichs gefolgt sind, haben wir die Überzeugung gewonnen, daß Adel, Geistlichkeit, Beamtenstand und andere bevorzugte Classen der Gesellschaft ... dadurch den Sieg des Volkes zu schmälern beabsichtigen, daß sie die Provinzen durch Emissäre in den falschen Glauben zu versetzen suchen, wir Wiener wollen die Gleichstellung der Natinalitäten hindern ... ; Wien am 27. Mai 1848. Im Namen des Volkes","tun","XA-AT, XA-AAAT","","","Gedruckt bei U. Klopf sen. und Alex. Eurich","[Wien], Wien","1848","","Wien, Revolution 1848, Flugblatt","http://d-nb.info/gnd/4066009-6","","BASISKLASSIFIKATION: 15.60","Flugblatt: Wien 27. Mai 1848, Einblattdruck, einseitig bedruckt","[1] Bl.","","Satzspiegel: 36,6 x 21,3 cm","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/1998314, http://data.onb.ac.at/dtl/6918990","AC13329399"
"990049576350603338","+Z227412303","F 016032-C","ALT FLUG","","","","","ger","Offener Brief an die vermöglichen Bewohner Wiens. Wien, den 27. Mai 1848","Meine Herren! Der Schreiber Dieses ist durch seine Geschäftstellung ... vollkommen in der Lage, Sie aufmerksam machen zu können ...","","XA-AT, XA-AAAT","Swoboda, August, 1795-1863","","Gedruckt bei Edl. v. Schmidbauer und Holzwarth","[Wien], Wien","1848","","Wien, Revolution 1848, Flugblatt","http://d-nb.info/gnd/4066009-6","","BASISKLASSIFIKATION: 15.60","Flugblatt, Privat-Darlehen-Verein: Wien 27. Mai 1848, Einblattdruck, zweiseitig bedruckt. - Kopftitel","[1] Bl.","","Satzspiegel: 27 x 19,5 cm","","http://data.onb.ac.at/dtl/6918992","AC13329427"
"990049576460603338","+Z227412406","F 016033-C","ALT FLUG","","","","","ger","In Erwägung der gegenwärtigen Verhältnisse hat das Justiz-Ministerium eine Frist von vierzehn Tagen vom heutigen Tage zur Protestlevirung bewilligt","Wien am 27. Mai 1848","","XA-AT, XA-AAAT","Sommaruga, Franz <<von>>, 1780-1860","","Aus der k. k. Staats-Druckerei","[Wien], Wien","1848","","Wien, Revolution 1848, Flugblatt","http://d-nb.info/gnd/4066009-6","","BASISKLASSIFIKATION: 15.60","Flugblatt: Wien 27. Mai 1848, Einblattdruck, einseitig bedruckt. - Gesamter Text","[1] Bl.","","Satzspiegel: 31,1 x 20,2 cm","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/1998318, http://data.onb.ac.at/dtl/6918995","AC13329461"
"990049576500603338","+Z227412509","F 016034-E","ALT FLUG","","","","","ger","In diesem dringenden Augenblicke haben sich der Gemeinde-Ausschuß der Stadt Wien ... brüderlich vereinigt und einen provisorischen Ausschuß gebildet ...","Wien am 27. Mai 1848","","XA-AT, XA-AAAT","","","Aus der k. k. Hof- und Staatsdruckerei","[Wien], Wien","1848","","Wien, Revolution, Flugblatt","http://d-nb.info/gnd/4066009-6, http://d-nb.info/gnd/4049688-0","","BASISKLASSIFIKATION: 15.60","Flugblatt: Wien 27. Mai 1848, Einblattdruck, einseitig bedr.","[1] Bl.","","Satzspiegel: 44,2 x 36,2","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/2018650, http://data.onb.ac.at/dtl/6918997","AC13329485"
"990049576570603338","+Z227412601","F 016035-A.Kopie","ALT FLUG","","","","","ger","Vom Studenten-Comite. In diesem Augenblicke, in welchem es so nothwendig ist, mit vereinter Kraft für die öffentliche Ordnung, Ruhe und Sicherheit zu wirken, hat sich ein Ausschuß aus Studenten, Bürgern und Nationalgarden gebildet ...","Wien, am 27. Mai 1848","","XA-AT, XA-AAAT","Goldmark, Joseph, Frannelich, Alois, Pfister, ...","","Gedruckt bei U. Klopf sen. und A. Eurich","[Wien], Wien","1848","","Wien, Revolution, Flugblatt","http://d-nb.info/gnd/4066009-6, http://d-nb.info/gnd/4049688-0","","BASISKLASSIFIKATION: 15.60","Flugblatt: Wien 27. Mai 1848, Einblattdruck, einseitig bedr.","[1] Bl.","","","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/2018657, http://data.onb.ac.at/dtl/6918999","AC13329543"
"990049576540603338","+Z227412704","F 016036-E","ALT FLUG","","","","","ger","Der Ministerrath erkennt die außerordentlichen Verhältnisse, welche es zu einem Gebote der Nothwendigkeit gemacht haben, daß sich ein Ausschuß von Bürgern, Nationalgarden und Studenten gebildet hat, um für die Ordnung und Sicherheit der Stadt und die Rechte des Volkes zu wachen ...","Wien den 27. Mai 1848","Ministerrat","XA-AT, XA-AAAT","Pillersdorf, Franz Xaver <<von>>, 1786-1862","","Aus der k. k. Hof- und Staats-Druckerei","[Wien], Wien","1848","","Wien, Revolution, Flugblatt","http://d-nb.info/gnd/4066009-6, http://d-nb.info/gnd/4049688-0","","BASISKLASSIFIKATION: 15.60","Flugblatt: Wien 27. Mai 1848, Einblattdruck, einseitig bedruckt","[1] Bl.","","Satzspiegel: 44,2 x 40 cm Querformat","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/2018653, http://data.onb.ac.at/dtl/6919001","AC13329521"
"990049525190603338","+Z227412807","F 016037-E","ALT FLUG","","","","","ger","Kundmachung. Um falschen Gerüchten vorzubeugen, als würden gegen die Studenten Gewaltmaßregeln angewendet, so erkläre ich hiermit, daß Erstens von den Studenten nichts anders gefordert wird, als daß sie sich in die Nationalgarde einreihen sollen, damit die gesammte Nationalgarde Wiens nur als ein Ganzes bestehe","Zweitens, daß weder die Ehre, noch die Sicherheit der Studenten irgend bedroht ist, wenn sie als Staatsbürger den Anordnungen des Gesetzes gehorchen","","XA-AAAT","Pillersdorf, Franz Xaver <<von>>, 1786-1862","","","[S.l.]","[s.a. 1848]","","Wien, Revolution, Flugblatt","http://d-nb.info/gnd/4066009-6, http://d-nb.info/gnd/4049688-0","","BASISKLASSIFIKATION: 89.62, BASISKLASSIFIKATION: 15.60","Flugblatt, undatiert: Wien, ca. 27. Mai 1848 (Datierung nach handschriftl. Vermerk der Zt.), Einblattdruck, einseitig bedr. - Gesamter Text","[1] Bl.","","Satzspiegel: 48 x 36 cm Querformat","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/2022965, http://data.onb.ac.at/dtl/6918097, http://data.onb.ac.at/dtl/6919003, http://data.onb.ac.at/dtl/7195853, http://data.onb.ac.at/dtl/7195888","AC13306774"
"990049576620603338","+Z22741290X","F 016038-E","ALT FLUG","","","","","ger","Zuruf an alle konstitutionell Gesinnten. Bravo, die Studenten bleiben bei uns!","Schon früher, besonders aber seit der Abreise Sr. Majestät, wurden die Studenten vielseitig angefeindet ...","constitutionell","XA-AT, XA-AAAT","","","Gedruckt bei Joh. N. Friedrich, Josephstadt, Langegasse Nr. 58","[Wien], Wien","[s.a. 1848]","","Wien, Revolution, Flugblatt","http://d-nb.info/gnd/4066009-6, http://d-nb.info/gnd/4049688-0","","BASISKLASSIFIKATION: 89.62, BASISKLASSIFIKATION: 15.60","Flugblatt, undatiert: Wien, 27. Mai 1848 (Datierung nach hs. Vermerk der Zt.), Einblattdruck, einseitig bedr.","[1] Bl.","","Satzspiegel: 44 x 34,6 cm Querformat","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/2018660, http://data.onb.ac.at/dtl/6919005, http://data.onb.ac.at/dtl/7195970","AC13329563"
"990049576650603338","+Z227413009","F 016039-E","ALT FLUG","","","","","ger","Tagsbefehl. Am 27. wurde ich durch eine Deputation der Nationalgarde zum Ober-Commandanten erwählt ; ich dankte für das ehrende Vertrauen und nahm die Stelle an ...","Um nun dieser Ungewißheit ... zu begegnen, sah ich mich gezwungen, nachdem meine Gesuche nicht berücksichtiget wurden, meine Abdankung einzureichen","","XA-AT, XA-AAAT","Pannasch, Anton, 1789-1855","","Aus der k. k. Hof- und Staatsdruckerei","[Wien], Wien","[s.a. 1848]","","Wien, Revolution, Flugblatt, Pannasch, Anton, Wiener Nationalgarde, Kommandant, Demission, Geschichte 1848","http://d-nb.info/gnd/4066009-6, http://d-nb.info/gnd/4049688-0, http://d-nb.info/gnd/116022760, http://d-nb.info/gnd/3036439-5, http://d-nb.info/gnd/4129565-1, http://d-nb.info/gnd/4192242-6","","BASISKLASSIFIKATION: 15.60","Flugblatt, undatiert: Wien, 27. Juli 1848 [Datierung nach handschriftl. Vermerk der Zt.], Einblattdruck, einseitig bedr., A. Pannasch wurde am 27. Mai 1848 zum Oberkommandanten der Wiener Nationalgarde gewählt, am 26. Juli 1848 trat er zurück / Qu.: Österr. biogr. Lex. 1815-1950. Bd. 7. 1958","[1] Bl.","","Satzspiegel: 47,8 x 35,2 cm Querformat","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/2018663, http://data.onb.ac.at/dtl/6919007, http://data.onb.ac.at/dtl/6955310","AC13329572"
"990049577060603338","+Z227413101","F 016040-A","ALT FLUG","","","","","ger","Aufruf eines Deutschen an seine österreichischen Mitbürger. Inhalt: Ueber die unwiderrufliche Errungenschaft, die Verbrüderung, die Integrität und den Staatskredit Oesterreichs. Mitbürger!","Die gemeinsame Gefahr war auch der Moment der Einigung aller - dem Kaiser, dem Vaterlande und der wahren konstitutionellen Freiheit mit Gut und Blut ergebenen Bürger, Garden, Studenten und Arbeiter ... [Wien den 28. Mai 1848]","","XA-AT, XA-AAAT","Relstab, A. D.","","Gedruckt bei Ferdinand Ullrich","[Wien], Wien","1848","","Wien, Flugschrift, Revolution 1848, Quelle","http://d-nb.info/gnd/4066009-6, http://d-nb.info/gnd/4154770-6","","BASISKLASSIFIKATION: 15.60","Flugschrift: Wien 28. Mai 1848, Text in zwei Spalten","[2] Bl.","","Satzspiegel: 24 x 18,2 cm","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/1978973, http://data.onb.ac.at/dtl/6919009","AC13329942"
"990049577160603338","+Z227413204","F 016041-A","ALT FLUG","","","","","ger","Andeutungen aus den politischen und Staats-ökonomischen Ansichten des gefertigten Candidaten für eine Wahlmanns- und Deputirten-Stelle bei dem kaiserl. österreichischen constituirenden Reichstag","1. Ueber Reichsverfassung und Wahlgesetz ... [Wien den 28. Mai 1848]","konstitutionierende","XA-AT, XA-AAAT","Günther, Friedrich","","Gedruckt bei Ferdinand Ullrich","[Wien], Wien","1848","","Wien, Flugschrift, Revolution 1848, Quelle","http://d-nb.info/gnd/4066009-6, http://d-nb.info/gnd/4154770-6","","BASISKLASSIFIKATION: 15.60","Flugschrift: Wien 28. Mai 1848, Text in zwei Spalten","[2] Bl.","","Satzspiegel: 22,4 x 17, 3 cm","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/1978979, http://data.onb.ac.at/dtl/6919014","AC13329997"
"990049577500603338","+Z227413307","F 016042-B","ALT FLUG","","","","","ger","Unser Feind und unsere Waffe","Brüder, kennt Ihr unseren Feind, den Feind der Freiheit und des Volkes? ... Unsere Waffe sei Einheit und moralische Kraft ... Wien, den 28. Mai 1848","","XA-AT, XA-AAAT","Wagner, Johann","","Druck von U. Klopf sen. und Alex. Eurich","[Wien], Wien","1848","","Wien, Revolution 1848, Flugblatt","http://d-nb.info/gnd/4066009-6","","BASISKLASSIFIKATION: 15.60","Flugblatt: Wien 28. Mai 1848, Einblattdruck, einseitig bedruckt","[1] Bl.","","Satzspiegel: 37,4 x 21,3 cm","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/1998322, http://data.onb.ac.at/dtl/6919019","AC13330173"
"990049577580603338","+Z22741340X","F 016043-B","ALT FLUG","","","","","ger","Wien und seine Barrikaden. Eine Schilderung der älteren und neusten Barrikaden, die Wien aufzuweisen hat","Vor allen anderen, oder wenigstens den meisten Groß-Städten Europa's möchte ich Wien als den Centralpunkt der Barrikaden bezeichnen ... [Wien am 28. Mai 1848]","Europas","XA-AT, XA-AAAT","Leidesdorf, Eduard","","Gedruckt und zu haben bei U. Klopf sen. und Alex. Eurich","[Wien], Wien","1848","","Wien, Revolution, Flugblatt","http://d-nb.info/gnd/4066009-6, http://d-nb.info/gnd/4049688-0","","BASISKLASSIFIKATION: 15.60","Flugblatt: Wien 28. Mai 1848, Einblattdruck, zweiseitig bedruckt","[1] Bl.","","Satzspiegel: 34,7 x 19,3 cm","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/1998327, http://data.onb.ac.at/dtl/6919021","AC13330224"
"990049577670603338","+Z227413502","F 016044-E","ALT FLUG","","","","","ger","Da mit heutigem Ministerialbeschlusse ohnehin alle die öffentliche Ruhe und Ordnung betreffenden Verfügungen unmittelbar anheim gestellt worden sind, so wird das Ministerium nicht in die Lage kommen, selbst derlei Verordnungen erlassen ...","Wien am 28. Mai 1848","","XA-AT, XA-AAAT","Pillersdorf, Franz Xaver <<von>>, 1786-1862","","Aus der k. k. Staats-Druckerei","[Wien], Wien","1848","","Wien, Revolution, Flugblatt","http://d-nb.info/gnd/4066009-6, http://d-nb.info/gnd/4049688-0","","BASISKLASSIFIKATION: 89.62, BASISKLASSIFIKATION: 15.60","Flugblatt: Wien 28. Mai 1848, Einblattdruck, einseitig bedruckt. - Textanfang als Titel, Zwei Varianten sind nachgewiesen, Unterschiede im Text und Satzspiegel ; Floskel 2./3. Zeile: ""... unmittelbar anheim gestellt worden sind ...""","[1] Bl.","","Satzspiegel: 44,2 x 35 cm Querformat","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/2018666, http://data.onb.ac.at/dtl/6919024","AC13330254"
"990049577730603338","+Z227413605","F 016045-A.Kopie","ALT FLUG","","","","","ger","Abfertigung. Die Arbeiter der Nordbahn fühlen sich durch ein Plakat, welches sie der Feigheit beschuldigt, tief verletzt und gedrungen zu erwidern, daß sie eben so gut am 26. Mai, wie in allen früheren Gelegenheiten bereit standen, und thätig waren, die Sache der Freiheit des Rechts zu verfechten ...","Wien, am 28. Mai 1848","","XA-AT, XA-AAAT","","","Gedruckt bei U. Klopf sen. und Alex. Eurich, Wollzeile Nr. 782","[Wien], Wien","1848","","Wien, Revolution 1848, Flugblatt","http://d-nb.info/gnd/4066009-6","","BASISKLASSIFIKATION: 15.60","Flugblatt: Wien 28. Mai 1848, Einblattdruck, einseitig bedruckt","[1] Bl.","","","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/1998331, http://data.onb.ac.at/dtl/6919026","AC13330300"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"990049578090603338","+Z227413800","F 016047-A","ALT FLUG","","","","","ger","Glänzender Sieg in Italien des Herrn Feldmarschall Grafen Radetzky, am 29. Mai 1848","[Armeebülletin. Verona am 30. Mai]","Armeebulletin","XA-AT, XA-AAAT","","","Druck von Haas","Steyr","1848","","Wien, Flugschrift, Revolution 1848, Quelle","http://d-nb.info/gnd/4066009-6, http://d-nb.info/gnd/4154770-6","","BASISKLASSIFIKATION: 15.60","Flugschrift","[2] Bl.","","Satzspiegel: 16,3 x 15 cm","","http://data.onb.ac.at/dtl/6919030","AC13330471"
"990049641160603338","+Z227413903","F 016048-A","ALT FLUG","","","","","ger","Die Waffenthat der Stubaier Schützen und der ersten Kompagnie der akademischen Legion am 29. Mai 1848","","Waffentat","XA-AT, XA-AAAT","","","Wagner'sche Buchdruckerei","[Innsbruck]","[1848]","","Österreichisch-Sardinischer Krieg, Kriegslyrik, Patriotische Lyrik, Geschichte 1848, Quelle, Europa, Revolution, Flugblatt","http://d-nb.info/gnd/4443351-7, http://d-nb.info/gnd/4165697-0, http://d-nb.info/gnd/4204942-8, http://d-nb.info/gnd/4015701-5, http://d-nb.info/gnd/4049688-0","","BASISKLASSIFIKATION: 89.62, BASISKLASSIFIKATION: 15.36, BASISKLASSIFIKATION: 18.10, BASISKLASSIFIKATION: 17.83, BASISKLASSIFIKATION: 15.60","Flugblatt: Innsbruck, Mai 1848, Einblattdruck, einseitig bedr., Gedichtanfang: Seht! dort auf Tezze's zackiger Wand / Halten die wälschen Freischaaren Stand. / Dieß uns're Stubaier höchlich verdrießt","[1] Bl.","","Satzspiegel: 19,1 x 11,5 cm","","http://data.onb.ac.at/dtl/6919034","AC13365462"
"990049641200603338","+Z227414002","F 016049-A","ALT FLUG","","","","","ger","F. M. G. v. Radetzky's großer Sieg am 29. Mai bei Mantua","","Radetzkys","XA-AT, XA-AAAT","","","Gedruckt und zu haben bei Leopold Grund, am Stephansplatze im Zwettelhofe","[Wien]","[s.a. 1848]","","Österreichisch-Sardinischer Krieg, Radetzky von Radetz, Johann Joseph Wenzel, Mantua, Schlacht, Sieg, Kriegsberichterstattung, Geschichte 1848, Quelle, Europa, Revolution, Flugschrift","http://d-nb.info/gnd/4443351-7, http://d-nb.info/gnd/118597647, http://d-nb.info/gnd/4437291-7, http://d-nb.info/gnd/4052531-4, http://d-nb.info/gnd/4291373-1, http://d-nb.info/gnd/4033120-9, http://d-nb.info/gnd/4015701-5, http://d-nb.info/gnd/4049688-0, http://d-nb.info/gnd/4154770-6","","BASISKLASSIFIKATION: 89.62, BASISKLASSIFIKATION: 15.36, BASISKLASSIFIKATION: 15.60","Flugschrift: Wien, Mai 1848","[2] Bl.","1 Ill.","Satzspiegel: 21,8 x 15,7 cm","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/1978991, http://data.onb.ac.at/dtl/6919036","AC13365735"
"990049578180603338","+Z227414105","F 016050-C","ALT FLUG","","","","","ger","Kundmachung [Wien, 29. Mai 1848]","Um beunruhigenden Gerüchten vorzubeugen, beeilt sich der Ausschuß der Bürger, der Nationalgarde und der Studenten, das Publikum davon in Kenntniß zu setzen, daß einer Mittheilung des commandierenden Generals zu Folge im Verlaufe des heutigen Tages ein Ergänzungs-Transport von 427 Mann für das Infanterie-Regiment eintreffen wird ...","","XA-AT, XA-AAAT","","","Aus der k. k. Staats-Druckerei","[Wien], Wien","1848","","Wien, Revolution, Flugblatt","http://d-nb.info/gnd/4066009-6, http://d-nb.info/gnd/4049688-0","","BASISKLASSIFIKATION: 89.62, BASISKLASSIFIKATION: 15.60","Flugblatt: Wien 29. Mai 1848, Einblattdruck, einseitig bedruckt","[1] Bl.","","Satzspiegel: 31 x 22 cm","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/1998336, http://data.onb.ac.at/dtl/6919041","AC13330519"
"990049578240603338","+Z227414208","F 016051-B","ALT FLUG","","","","","ger","Der neue Oberkommandant der Nationalgarde Herr Anton Pannasch. Was wir ihm bringen und was wir von ihm erwarten","Nun sind wir um einen Sieg weiter ... [Wien am 29. Mai 1848]","","XA-AT, XA-AAAT","S. D., Pannasch, Anton, 1789-1855","","Gedruckt bei U. Klopf sen. und A. Eurich","[Wien], Wien","1848","","Wien, Revolution 1848, Flugblatt, Pannasch, Anton, Wiener Nationalgarde, Geschichte 1848, Quelle","http://d-nb.info/gnd/4066009-6, http://d-nb.info/gnd/116022760, http://d-nb.info/gnd/3036439-5","","BASISKLASSIFIKATION: 89.62, BASISKLASSIFIKATION: 15.60","Flugblatt: Wien 29. Mai 1848, Einblattdruck, zweiseitig bedruckt","[1] Bl.","","Satzspiegel: 35,5 x 19,5","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/1998340, http://data.onb.ac.at/dtl/6919043","AC13330559"
"990049578270603338","+Z227414300","F 016052-C","ALT FLUG","","","","","ger","An die Arbeiter! Liebe Brüder, wackere Freunde!","Der Ausschuß der Bürger, der Nationalgarde und der Studenten ist stolz darauf, euch im Namen der ganzen Bevölkerung ... den innigsten und wärmsten Dank auszusprechen ... Wien am 29. Mai 1848","","XA-AT, XA-AAAT","","","Aus der k. k. Staats-Druckerei","[Wien], Wien","1848","","Wien, Revolution 1848, Flugblatt","http://d-nb.info/gnd/4066009-6","","BASISKLASSIFIKATION: 15.60","Flugblatt: Wien 29. Mai 1848, Einblattdruck, einseitig bedruckt","[1] Bl.","","Satzspiegel: 35,3 x 22 cm","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/1998344, http://data.onb.ac.at/dtl/6919046","AC13330592"
"990049537750603338","+Z227414403","F 016053-C","ALT FLUG","","","","","ger","Das Ministerium an die Bewohner der Residenz. Die Handlungen des Ministeriums sind verschieden beurtheilt worden, seine Absichten werden in Zweifel gezogen, der Mangel eines Programmes, welches einen festen Plan erkennen läßt, wird ihm zum Vorwurfe gemacht ...","Wien am 9. Mai 1848","beurteilt","XA-AT, XA-AAAT","Pillersdorf, Franz Xaver <<von>>, 1786-1862","","Aus der k. k. Hof- und Staatsdruckerei","[Wien], Wien","1848","","","","","BASISKLASSIFIKATION: 15.60","Flugblatt: Wien, 9. Mai 1848, Einblattdruck, zweiseitig bedr.","[1] Bl.","","Satzspiegel: 37,2 x 20,3 cm","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/1998245, http://data.onb.ac.at/dtl/6918276, http://data.onb.ac.at/dtl/6919048","AC13313005"
"990049578420603338","+Z227414506","F 016054-A","ALT FLUG","","","","","ger","Sämmtliche Herren Garden des III. Bezirkes werden dringend eingeladen, sich zur Vornahme der Wahl eines Deputirten und eines Stellvertreters ... um so gewisser einzufinden ...","Wien am 29. Mai 1848","","XA-AT, XA-AAAT","Pleyel, ...","","Gedruckt bei U. Klopf sen. u. Alex.","[Wien], Wien","1848","","Wien, Revolution 1848, Flugblatt","http://d-nb.info/gnd/4066009-6","","BASISKLASSIFIKATION: 15.60","Flugblatt: Wien 29. Mai 1848, Einblattdruck, einseitig bedruckt","[1] Bl.","","Satzspiegel: 22,2 x 16,9 cm","","http://data.onb.ac.at/dtl/6919051","AC13330666"
"990049584840603338","+Z227414609","F 016056-A.Kopie","ALT FLUG","","","","","ger","Das Ministerium an die Bewohner Wiens","Die Handlungen des Ministeriums sind verschieden beurtheilt worden, seine Absichten werden in Zweifel gezogen. Der Mangel eines Programms, welches einen festen Plan erkennen läßt, wird ihm zum Vorwurfe gemacht ... Wien, den 29. Mai 1848","","XA-AT, XA-AAAT","","","Gedruckt bei L. Sommer (vorm. Strauß)","[Wien]","1848","","Wien, Revolution 1848, Flugblatt","http://d-nb.info/gnd/4066009-6","","BASISKLASSIFIKATION: 15.60","Abdruck aus der Allgem. Oesterr. Zeitung, Flugblatt: Wien, 29. Mai 1848, Einblattdruck, einseitig bedr.","[1] Bl.","","","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/1998348, http://data.onb.ac.at/dtl/6919053","AC13333416"
"990049578450603338","+Z227414701","F 016057-E","ALT FLUG","","","","","ger","Durch Vermittlung des Ministerrathes wurden vom Kriegsministerium der vereinigten Nationalgarde und akademischen Legion 12 Geschütze auszufolgen bewilliget ...","Wien am 29. Mai 1848","","XA-AT, XA-AAAT","","","Aus der k. k. Hof- und Staatsdruckerei","[Wien], Wien","1848","","Wien, Revolution 1848, Flugblatt","http://d-nb.info/gnd/4066009-6","","BASISKLASSIFIKATION: 89.62, BASISKLASSIFIKATION: 15.60","Flugblatt: Wien 29. Mai 1848, Einblattdruck, einseitig bedruckt","[1] Bl.","","Satzspiegel: 44 x 33,2 cm Querformat","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/2018669, http://data.onb.ac.at/dtl/6919055","AC13330698"
"990049578470603338","+Z227414804","F 016058-E","ALT FLUG","","","","","ger","Durch die von Seite des Civils häufig vorkommenden Schießübungen auf der Schmelz, dann in der nächsten Umgebung der Ortschaften Neulerchenfeld und Ottakring, wird die körperliche Sicherheit der Passanten, besonders an Sonntagen sehr gefährdet ...","In Folge kreisämtlichen Auftrages wird daher bekannt gemacht, daß diese ungeregelten Schießübungen durchaus nicht mehr geduldet werden ... Stifts-herrschaftliches Commissariat Neulerchenfeld den 29. Mai 1848","","XA-AT, XA-AAAT","Leeb, ...","","Gedruckt bei L. Sommer (vorm. Strauß)","[Wien], Wien","1848","","Wien, Revolution, Flugblatt","http://d-nb.info/gnd/4066009-6, http://d-nb.info/gnd/4049688-0","","BASISKLASSIFIKATION: 15.60","Flugblatt: Wien 29. Mai 1848, Einblattdruck, einseitig bedruckt. - Textanfang als Titel","[1] Bl.","","Satzspiegel: 40,8 x 33,1 cm Querformat","","http://data.onb.ac.at/dtl/6919057","AC13330726"
"990049578500603338","+Z227414907","F 016059-B","ALT FLUG","","","","","ger","Commissions-Protokoll vom 24. Mai 1848","Aufgenommen von dem Magistrate der k. k. Haupt- und Residenzstadt Wien aus Anlaß einer Note der k. k. Polizei-Ober-Direction vom 18. Mai 1848 ...","","XA-AT, XA-AAAT","Wilfinger,..., Nischer, ..., Wagner, ..., Wertheimer, Joseph, Sichrovsky, Heinrich <<von>>, 1794-1866","","","[S.l.]","1848","","Wien, Flugschrift, Geschichte 1848, Quelle","http://d-nb.info/gnd/4066009-6, http://d-nb.info/gnd/4154770-6","","BASISKLASSIFIKATION: 15.60","Flugschrift: Wien 24. Mai 1848","[!] Bl.","","Satzspiegel: 27,6 x 17,7 cm","","http://www.digital.wienbibliothek.at/wbrobv/content/titleinfo/1997547, http://data.onb.ac.at/dtl/6919059","AC13330755"
